latitude,longitude,coordinates,MCDELIVERY_URL,shortDescription,longDescription,todayHours,driveTodayHours,id,addressLine1,addressLine3,addressLine4,subDivision,postcode,customAddress,telephone,openstatus,identifierValue,timeZone,filterType,rest_hoursMonday,rest_hoursTuesday,rest_hoursWednesday,rest_hoursThursday,rest_hoursFriday,rest_hoursSaturday,rest_hoursSunday,drive_driveHoursMonday,drive_driveHoursTuesday,drive_driveHoursWednesday,drive_driveHoursThursday,drive_driveHoursFriday,drive_driveHoursSaturday,drive_driveHoursSunday,ident_NATLSTRNUMBER,ident_Entity,ident_Region_ID,ident_Co_Op,ident_Co_Op_ID,ident_Co_Op_Name,ident_TV_Market_ID,ident_TV_Market_Name
20.887603,-156.465045,"[-156.465045, 20.887603]",https://www.ubereats.com/store/mcdonalds-155-puunene-ave/XngxVQR3SbWj7GwjISilaQ,KAHULUI,KAHULUI,05:00 - 23:00,00:00 - 00:00,195500327167:en-US,155 Puunene Ave,Kahului,United States,HI,96732-2403,"Kahului, HI 96732-2403",(808) 871-2198,OPEN,1519,(GMT-10:00) Hawaii-Aleutian Time,"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'TWENTYFOURHOURS', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,1519,31500,68,WALNUT CREEK FIELD OFFICE,253,HAWAII,14020,"HONOLULU, HI"
20.906114,-156.487458,"[-156.487458, 20.906114]",https://www.ubereats.com/store/mcdonalds-790-eha-st/rqidqpBsSnKdWMOb51Wodw,WAILUKU TOWN CTR,WAILUKU TOWN CTR,05:30 - 23:00,05:30 - 23:00,195500327709:en-US,790 Eha St,Wailuku,United States,HI,96793,"Wailuku, HI 96793",(808) 244-4682,OPEN,17250,(GMT-10:00) Hawaii-Aleutian Time,"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,17250,31604,68,WALNUT CREEK FIELD OFFICE,253,HAWAII,14020,"HONOLULU, HI"
20.872414,-156.500388,"[-156.500388, 20.872414]",https://www.ubereats.com/store/mcdonalds-105-kehalani-village-drive/p1j0PR4SQCa2MYJRS8yhjg,KEHALANI VILLAGE,KEHALANI VILLAGE CENTER,05:00 - 23:00,05:00 - 23:00,195500624839:en-US,105 Kehalani Village Drive,Wailuku,United States,HI,96793,"Wailuku, HI 96793",(808) 244-8844,OPEN,34585,(GMT-10:00) Hawaii-Aleutian Time,"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,34585,188954,68,WALNUT CREEK FIELD OFFICE,253,HAWAII,14020,"HONOLULU, HI"
20.887568,-156.503724,"[-156.503724, 20.887568]",https://www.ubereats.com/store/mcdonalds-2138-main-st/HYNQlanCR3aWmmPzx01ULA,WAILUKU,WAILUKU,05:30 - 23:00,05:30 - 23:00,195500327389:en-US,2138 Main St,Wailuku,United States,HI,96793,"Wailuku, HI 96793",(808) 244-8211,OPEN,7369,(GMT-10:00) Hawaii-Aleutian Time,"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,7369,31539,68,WALNUT CREEK FIELD OFFICE,253,HAWAII,14020,"HONOLULU, HI"
20.750603,-156.456286,"[-156.456286, 20.750603]",https://www.ubereats.com/store/mcdonalds-1214-s-kihei-rd-po-box-1105/O7aYxFM-ThqYKJVxQ4yQ_w,KIHEI/S. KIHEI,KIHEI/S. KIHEI,05:30 - 23:00,05:30 - 23:00,195500327501:en-US,1214 S Kihei Rd,Kihei,United States,HI,96753,"Kihei, HI 96753",(808) 879-0627,OPEN,11982,(GMT-10:00) Hawaii-Aleutian Time,"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,11982,31563,68,WALNUT CREEK FIELD OFFICE,253,HAWAII,14020,"HONOLULU, HI"
20.877909,-156.679397,"[-156.679397, 20.877909]",https://www.ubereats.com/store/mcdonalds-885-wainee-st/B6v0DC2CR86EtbhVcDTflw,LAHAINA,LAHAINA,00:00 - 00:00,00:00 - 00:00,195500327341:en-US,885 Wainee St,Lahaina,United States,HI,96761,"Lahaina, HI 96761",(808) 667-2681,OPEN,6604,(GMT-10:00) Hawaii-Aleutian Time,"['DRIVETHRU', 'INDOORDINING', 'MCDELIVERY', 'NED', 'TWENTYFOURHOURS', 'WIFI']",00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,6604,31533,68,WALNUT CREEK FIELD OFFICE,253,HAWAII,14020,"HONOLULU, HI"
20.971772,-156.67753,"[-156.67753, 20.971772]",https://www.ubereats.com/store/mcdonalds-4403-honoapiilani-hwy/S4RrfQGnSN29gw66SYdLyw,KAHANA,KAHANA,05:00 - 23:00,05:00 - 23:00,195500327495:en-US,4403 Honoapiilani Hwy,Lahaina,United States,HI,96761-9255,"Lahaina, HI 96761-9255",(808) 669-0032,OPEN,11461,(GMT-10:00) Hawaii-Aleutian Time,"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 23:00,11461,31561,68,WALNUT CREEK FIELD OFFICE,253,HAWAII,14020,"HONOLULU, HI"
41.49554,-94.317481,"[-94.317481, 41.49554]",,STUART-I-80,STUART-I-80,05:00 - 00:00,05:00 - 00:00,195500253558:en-US,120 Se 7th St,Stuart,United States,IA,50250,"Stuart, IA 50250",(515) 523-2358,OPEN,12288,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'WIFI']",05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,12288,11483,24,CHICAGO FIELD OFFICE,215,DES MOINES QUAD CITIES PEORIA CENT IL,12600,"DES MOINES, IA."
41.404395,-94.990673,"[-94.990673, 41.404395]",https://www.ubereats.com/store/mcdonalds-1510-e-7th-st/2saZe4ZoVJul2nJUUZZ4bg,ATLANTIC-E 7TH,ATLANTIC-E 7TH,05:00 - 23:00,05:00 - 00:00,195500253152:en-US,1510 E 7th St,Atlantic,United States,IA,50022-1907,"Atlantic, IA 50022-1907",(712) 243-1901,OPEN,6612,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 01:00,05:00 - 01:00,05:00 - 00:00,6612,11419,64,DENVER FIELD OFFICE,216,KANSAS CITY OMAHA LINCOLN SIOUX FALLS,16520,"OMAHA, NB."
41.049498,-94.369236,"[-94.369236, 41.049498]",https://www.ubereats.com/store/mcdonalds-608-wyoming-ave/glgJr6saXWiNrx7q84-0ig,CRESTON,CRESTON,05:00 - 23:00,05:00 - 00:00,195500253268:en-US,608 Wyoming Ave,Creston,United States,IA,50801-3436,"Creston, IA 50801-3436",(641) 508-0003,OPEN,6077,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 01:00,05:00 - 01:00,05:00 - 00:00,6077,11435,24,CHICAGO FIELD OFFICE,215,DES MOINES QUAD CITIES PEORIA CENT IL,12600,"DES MOINES, IA."
41.345427,-94.014113,"[-94.014113, 41.345427]",https://www.ubereats.com/store/mcdonalds-1318-n-1st-ave/gKJamGCSWFmQcARdrD4ApQ,"WINTERSET, IOWA","HWY 169 AND HWY 92-WINTERSET, IA",05:00 - 00:00,05:00 - 00:00,195500210087:en-US,1318 N 1st Ave,Winterset,United States,IA,50273,"Winterset, IA 50273",(515) 468-6005,OPEN,43003,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA']",05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 01:00,05:00 - 01:00,05:00 - 00:00,43003,234074,24,CHICAGO FIELD OFFICE,215,DES MOINES QUAD CITIES PEORIA CENT IL,12600,"DES MOINES, IA."
41.018057,-95.2333,"[-95.2333, 41.018057]",,RED OAK,RED OAK,05:00 - 23:00,05:00 - 23:00,195500349466:en-US,1501 North Broadway Street,Red Oak,United States,IA,51566,"Red Oak, IA 51566",(712) 623-2098,OPEN,30776,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 23:00,30776,171045,64,DENVER FIELD OFFICE,216,KANSAS CITY OMAHA LINCOLN SIOUX FALLS,16520,"OMAHA, NB."
40.726708,-95.037104,"[-95.037104, 40.726708]",,CLARINDA/SO. 16,CLARINDA/SO. 16,05:00 - 23:00,05:00 - 23:00,195500253411:en-US,1202 S 16th St,Clarinda,United States,IA,51632-2919,"Clarinda, IA 51632-2919",(712) 542-5617,OPEN,11278,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 23:00,11278,11461,64,DENVER FIELD OFFICE,216,KANSAS CITY OMAHA LINCOLN SIOUX FALLS,16520,"OMAHA, NB."
40.761948,-95.385553,"[-95.385553, 40.761948]",,SHENANDOAH,SHENANDOAH,05:00 - 23:00,05:00 - 00:00,195500253169:en-US,504 S Fremont,Shenandoah,United States,IA,51601-1508,"Shenandoah, IA 51601-1508",(712) 246-5415,OPEN,6110,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'INDOORDINING', 'LINKEDPAY', 'LOYALTY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 01:00,05:00 - 01:00,05:00 - 00:00,6110,11421,64,DENVER FIELD OFFICE,216,KANSAS CITY OMAHA LINCOLN SIOUX FALLS,16520,"OMAHA, NB."
43.290721,-91.796785,"[-91.796785, 43.290721]",https://www.ubereats.com/store/mcdonalds-915-short-st/hLie-0AeVmKp73WOD4P8tA,DECORAH-SHORT,DECORAH-SHORT,05:00 - 00:00,05:00 - 00:00,195500253343:en-US,915 Short St,Decorah,United States,IA,52101-2412,"Decorah, IA 52101-2412",(563) 382-9406,OPEN,8032,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'ROA', 'WIFI']",05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,8032,11451,24,CHICAGO FIELD OFFICE,215,DES MOINES QUAD CITIES PEORIA CENT IL,11640,"CEDAR RAPIDS-WATERLOO, IA."
43.782575,-91.219701,"[-91.219701, 43.782575]",https://www.ubereats.com/store/mcdonalds-2810-losey-blvd-s/ni2QAcwPTuW_LNzDDWlq-g,LA CROSSE-LOSEY,LA CROSSE - LOSEY,06:00 - 23:00,05:00 - 00:00,195500322230:en-US,2810 Losey Blvd S,La Crosse,United States,WI,54601,"La Crosse, WI 54601",(608) 788-6230,OPEN,3744,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'ROA', 'WIFI']",06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:30,06:00 - 23:30,06:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:30,06:00 - 00:30,06:00 - 00:00,3744,30978,24,CHICAGO FIELD OFFICE,228,WISCONSIN ROCKFORD,14560,"LA CROSSE-EAU CLAIRE, WI."
43.045081,-91.140425,"[-91.140425, 43.045081]",https://www.ubereats.com/store/mcdonalds-602-s-marquette-rd/XzcD6FQvXL2BOOnpkD639g,PRAIRIE DU CHIEN,PRAIRIE DU CHIEN,06:00 - 22:00,06:00 - 23:00,195500323572:en-US,602 S Marquette Rd,Prairie Du Chien,United States,WI,53821-2124,"Prairie Du Chien, WI 53821-2124",(608) 326-4415,OPEN,6164,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'ROA', 'WIFI']",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,6164,31043,24,CHICAGO FIELD OFFICE,228,WISCONSIN ROCKFORD,14560,"LA CROSSE-EAU CLAIRE, WI."
43.573043,-90.89,"[-90.89, 43.573043]",https://www.ubereats.com/store/mcdonalds-1214-n-main-st/HbuVwaArWaaSzUXup7K2dw,VIROQUA,VIROQUA,06:00 - 23:00,06:00 - 23:00,195500325606:en-US,1214 N Main St,Viroqua,United States,WI,54665,"Viroqua, WI 54665",(608) 637-8400,OPEN,15230,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'ROA', 'WIFI']",06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 00:00,06:00 - 00:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,15230,31172,24,CHICAGO FIELD OFFICE,228,WISCONSIN ROCKFORD,14560,"LA CROSSE-EAU CLAIRE, WI."
43.8576,-91.24044,"[-91.24044, 43.8576]",https://www.ubereats.com/store/mcdonalds-2437-w-george-st/9YDnyhaFTbqhJEpMBwcs8A,LA CROSSE-GEORGE,LA CROSSE - WEST GEORGE,05:00 - 22:00,05:00 - 23:00,195500321677:en-US,2437 W George St,La Crosse,United States,WI,54601,"La Crosse, WI 54601",(608) 781-0366,OPEN,2079,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'ROA', 'WIFI']",05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,06:00 - 22:00,06:00 - 22:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,06:00 - 00:00,06:00 - 23:00,2079,30945,24,CHICAGO FIELD OFFICE,228,WISCONSIN ROCKFORD,14560,"LA CROSSE-EAU CLAIRE, WI."
43.872256,-91.195033,"[-91.195033, 43.872256]",https://www.ubereats.com/store/mcdonalds-9398-state-road-16/twAB1SgxS0WK8gZVO306rA,ONALASKA/H157,ONALASKA - HWY 16,05:00 - 23:00,05:00 - 23:00,195500325200:en-US,9398 State Road 16,Onalaska,United States,WI,54650,"Onalaska, WI 54650",(608) 783-7274,OPEN,12337,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'PlayPlacePresence', 'ROA', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,06:00 - 23:00,06:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,06:00 - 00:00,06:00 - 23:00,12337,31145,24,CHICAGO FIELD OFFICE,228,WISCONSIN ROCKFORD,14560,"LA CROSSE-EAU CLAIRE, WI."
43.923899,-91.244957,"[-91.244957, 43.923899]",https://www.ubereats.com/store/mcdonalds-3924-circle-dr/XdWaUeRoTc6KedQvvhYgzA,HOLMEN,HOLMEN,06:00 - 22:00,06:00 - 23:00,195500326535:en-US,3924 Circle Dr,Holmen,United States,WI,54636,"Holmen, WI 54636",(608) 781-2588,OPEN,17228,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'PlayPlacePresence', 'ROA', 'WIFI']",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 23:00,06:00 - 23:00,06:00 - 22:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 00:00,06:00 - 00:00,06:00 - 23:00,17228,31251,24,CHICAGO FIELD OFFICE,228,WISCONSIN ROCKFORD,14560,"LA CROSSE-EAU CLAIRE, WI."
42.677652,-91.91149,"[-91.91149, 42.677652]",,OELWEIN,"OELWEIN, IA",05:00 - 23:00,05:00 - 00:00,195500253749:en-US,1 1st Ave Se,Oelwein,United States,IA,50662,"Oelwein, IA 50662",(319) 283-3425,OPEN,19642,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 01:00,05:00 - 01:00,05:00 - 00:00,19642,11524,24,CHICAGO FIELD OFFICE,215,DES MOINES QUAD CITIES PEORIA CENT IL,11640,"CEDAR RAPIDS-WATERLOO, IA."
40.742158,-92.86882,"[-92.86882, 40.742158]",,CENTERVILLE,"CENTERVILLE, IA",05:00 - 00:00,05:00 - 00:00,195500253787:en-US,1000 N 18th St,Centerville,United States,IA,52544,"Centerville, IA 52544",(641) 437-4354,OPEN,21539,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,21539,11531,24,CHICAGO FIELD OFFICE,215,DES MOINES QUAD CITIES PEORIA CENT IL,12600,"DES MOINES, IA."
41.00505,-92.425787,"[-92.425787, 41.00505]",https://www.ubereats.com/store/mcdonalds-222-richmond-st/JPofK2zkVya8w6EFOKrlaA,OTTUMWA-RICHMOND,OTTUMWA-RICHMOND,00:00 - 00:00,00:00 - 00:00,195500253022:en-US,222 Richmond St,Ottumwa,United States,IA,52501-4226,"Ottumwa, IA 52501-4226",(641) 682-4116,OPEN,4401,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'TWENTYFOURHOURS', 'WIFI']",00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,4401,11401,24,CHICAGO FIELD OFFICE,215,DES MOINES QUAD CITIES PEORIA CENT IL,12600,"DES MOINES, IA."
41.049729,-92.411752,"[-92.411752, 41.049729]",https://www.ubereats.com/store/mcdonalds-2441-northgate-dr/RMU3f2QKXt6ytBQbh3I0Bw,OTTUMWA-NRTHGATE,OTTUMWA-NRTHGATE,06:00 - 23:00,05:00 - 23:00,195500253329:en-US,2441 Northgate Dr,Ottumwa,United States,IA,52501-1117,"Ottumwa, IA 52501-1117",(641) 682-6345,OPEN,6993,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,6993,11448,24,CHICAGO FIELD OFFICE,215,DES MOINES QUAD CITIES PEORIA CENT IL,12600,"DES MOINES, IA."
41.29667,-92.652484,"[-92.652484, 41.29667]",,OSKALOOSA A AVE,OSKALOOSA A AVE,05:00 - 00:00,05:00 - 00:00,195500252988:en-US,703 A Ave W,Oskaloosa,United States,IA,52577-2031,"Oskaloosa, IA 52577-2031",(641) 673-9791,OPEN,5258,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'LINKEDPAY', 'LOYALTY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,5258,11397,24,CHICAGO FIELD OFFICE,215,DES MOINES QUAD CITIES PEORIA CENT IL,12600,"DES MOINES, IA."
